Epoch 0 {"5": 0.08088235294117646, "8": 0.12058823529411765, "10": 0.15294117647058825, "12": 0.175, "14": 0.2073529411764706, "16": 0.22794117647058826, "18": 0.25588235294117645, "20": 0.27794117647058825, "30": 0.36911764705882355}
Epoch 5 {"5": 0.038235294117647055, "8": 0.075, "10": 0.08970588235294118, "12": 0.1073529411764706, "14": 0.12352941176470589, "16": 0.1323529411764706, "18": 0.14558823529411763, "20": 0.15588235294117647, "30": 0.22941176470588237}
Epoch 10 {"5": 0.05, "8": 0.08088235294117647, "10": 0.10735294117647058, "12": 0.12941176470588234, "14": 0.14558823529411763, "16": 0.1691176470588235, "18": 0.1852941176470588, "20": 0.20441176470588235, "30": 0.27941176470588236}
Epoch 15 {"5": 0.07794117647058824, "8": 0.1073529411764706, "10": 0.1338235294117647, "12": 0.1588235294117647, "14": 0.1808823529411765, "16": 0.20588235294117646, "18": 0.2338235294117647, "20": 0.25441176470588234, "30": 0.3720588235294118}
Epoch 20 {"5": 0.1, "8": 0.12941176470588237, "10": 0.23088235294117648, "12": 0.2588235294117647, "14": 0.29558823529411765, "16": 0.3058823529411765, "18": 0.3558823529411764, "20": 0.37941176470588234, "30": 0.5088235294117647}
Epoch 25 {"5": 0.09705882352941177, "8": 0.12352941176470589, "10": 0.25735294117647056, "12": 0.28088235294117647, "14": 0.3058823529411765, "16": 0.3161764705882353, "18": 0.3602941176470588, "20": 0.38676470588235295, "30": 0.5029411764705882}
Epoch 30 {"5": 0.11764705882352941, "8": 0.17941176470588235, "10": 0.3602941176470588, "12": 0.38529411764705884, "14": 0.40588235294117647, "16": 0.43529411764705883, "18": 0.47058823529411764, "20": 0.4970588235294118, "30": 0.6029411764705882}
Epoch 35 {"5": 0.125, "8": 0.19558823529411765, "10": 0.3602941176470588, "12": 0.3720588235294118, "14": 0.40588235294117647, "16": 0.4323529411764706, "18": 0.45441176470588235, "20": 0.4838235294117647, "30": 0.5794117647058824}
Epoch 40 {"5": 0.13088235294117645, "8": 0.2338235294117647, "10": 0.38529411764705884, "12": 0.4, "14": 0.42647058823529416, "16": 0.4544117647058824, "18": 0.4794117647058823, "20": 0.4955882352941176, "30": 0.5941176470588235}
Epoch 45 {"5": 0.11470588235294119, "8": 0.1676470588235294, "10": 0.3264705882352941, "12": 0.35, "14": 0.36764705882352944, "16": 0.3926470588235294, "18": 0.42500000000000004, "20": 0.4544117647058824, "30": 0.5617647058823529}
Epoch 50 {"5": 0.12352941176470589, "8": 0.175, "10": 0.28970588235294115, "12": 0.3191176470588235, "14": 0.33676470588235297, "16": 0.3588235294117647, "18": 0.3941176470588236, "20": 0.41617647058823526, "30": 0.5573529411764706}
Epoch 55 {"5": 0.11911764705882352, "8": 0.17205882352941176, "10": 0.3205882352941176, "12": 0.3426470588235294, "14": 0.3838235294117647, "16": 0.4088235294117647, "18": 0.4323529411764706, "20": 0.4632352941176471, "30": 0.5882352941176471}
Epoch 60 {"5": 0.1161764705882353, "8": 0.23088235294117648, "10": 0.39558823529411763, "12": 0.4117647058823529, "14": 0.4455882352941176, "16": 0.47205882352941175, "18": 0.5014705882352941, "20": 0.5147058823529411, "30": 0.6176470588235294}
Epoch 65 {"5": 0.11470588235294117, "8": 0.23823529411764707, "10": 0.4, "12": 0.4147058823529412, "14": 0.4426470588235294, "16": 0.47058823529411764, "18": 0.5014705882352941, "20": 0.5235294117647059, "30": 0.6161764705882353}
Epoch 70 {"5": 0.12794117647058822, "8": 0.25588235294117645, "10": 0.4147058823529412, "12": 0.43676470588235294, "14": 0.4647058823529412, "16": 0.49264705882352944, "18": 0.5147058823529412, "20": 0.5426470588235294, "30": 0.638235294117647}
Epoch 75 {"5": 0.12205882352941176, "8": 0.18529411764705883, "10": 0.33676470588235297, "12": 0.36911764705882355, "14": 0.3985294117647059, "16": 0.42647058823529416, "18": 0.4588235294117647, "20": 0.4852941176470588, "30": 0.5941176470588235}
