Epoch 0 {"5": 0.1338235294117647, "8": 0.17500000000000002, "10": 0.20735294117647057, "12": 0.22941176470588234, "14": 0.25, "16": 0.2647058823529412, "18": 0.2926470588235294, "20": 0.3191176470588235, "30": 0.43823529411764706}
Epoch 5 {"5": 0.10588235294117647, "8": 0.1323529411764706, "10": 0.16470588235294117, "12": 0.18088235294117647, "14": 0.20441176470588235, "16": 0.22205882352941175, "18": 0.2426470588235294, "20": 0.27058823529411763, "30": 0.34705882352941175}
Epoch 10 {"5": 0.1323529411764706, "8": 0.17352941176470588, "10": 0.30294117647058827, "12": 0.3338235294117647, "14": 0.3602941176470588, "16": 0.37058823529411766, "18": 0.40588235294117647, "20": 0.4294117647058824, "30": 0.513235294117647}
Epoch 15 {"5": 0.06911764705882353, "8": 0.12205882352941176, "10": 0.14705882352941177, "12": 0.15735294117647058, "14": 0.17205882352941176, "16": 0.18970588235294117, "18": 0.2102941176470588, "20": 0.2235294117647059, "30": 0.29558823529411765}
Epoch 20 {"5": 0.14852941176470588, "8": 0.19117647058823528, "10": 0.36911764705882355, "12": 0.3911764705882353, "14": 0.41911764705882354, "16": 0.44264705882352945, "18": 0.47205882352941175, "20": 0.4985294117647059, "30": 0.6029411764705883}
Epoch 25 {"5": 0.13529411764705884, "8": 0.1985294117647059, "10": 0.36617647058823527, "12": 0.3926470588235294, "14": 0.41911764705882354, "16": 0.42794117647058827, "18": 0.44999999999999996, "20": 0.4676470588235294, "30": 0.5455882352941177}
Epoch 30 {"5": 0.09264705882352942, "8": 0.1338235294117647, "10": 0.19117647058823528, "12": 0.22352941176470587, "14": 0.24411764705882352, "16": 0.26176470588235295, "18": 0.2985294117647059, "20": 0.3308823529411765, "30": 0.41323529411764703}
Epoch 35 {"5": 0.052941176470588235, "8": 0.0911764705882353, "10": 0.15, "12": 0.16470588235294117, "14": 0.1764705882352941, "16": 0.18970588235294117, "18": 0.20441176470588235, "20": 0.2161764705882353, "30": 0.2823529411764706}
Epoch 40 {"5": 0.10147058823529412, "8": 0.17794117647058824, "10": 0.24705882352941178, "12": 0.26323529411764707, "14": 0.2823529411764706, "16": 0.3044117647058823, "18": 0.33529411764705885, "20": 0.3661764705882353, "30": 0.46911764705882353}
Epoch 45 {"5": 0.1161764705882353, "8": 0.24411764705882355, "10": 0.4176470588235294, "12": 0.43970588235294117, "14": 0.4647058823529412, "16": 0.4823529411764706, "18": 0.5073529411764706, "20": 0.5308823529411765, "30": 0.5970588235294118}
